"departure_airport","departure_date","amount"
Стрежевой - Стрежевой,2016-09-11,1
Благовещенск - Игнатьево,2016-09-11,1
Братск - Братск,2016-09-11,1
Усть-Кут - Усть-Кут,2016-09-11,1
Комсомольск-на-Амуре - Хурба,2016-09-11,1
Магадан - Магадан,2016-09-11,1
Нягань - Нягань,2016-09-11,1
Грозный - Грозный,2016-09-11,1
Ижевск - Ижевск,2016-09-11,1
Геленджик - Геленджик,2016-09-11,1
Удачный - Полярный,2016-09-11,1
Нефтеюганск - Нефтеюганск,2016-09-11,1
Москва - Домодедово,2016-09-12,53
Москва - Шереметьево,2016-09-12,46
Санкт-Петербург - Пулково,2016-09-12,31
Москва - Внуково,2016-09-12,28
Новосибирск - Толмачёво,2016-09-12,19
Екатеринбург - Кольцово,2016-09-12,12
Красноярск - Емельяново,2016-09-12,11
Брянск - Брянск,2016-09-12,10
Пермь - Пермь,2016-09-12,10
Ростов-на-Дону - Ростов-на-Дону,2016-09-12,10
Советский - Советский,2016-09-12,9
Сочи - Сочи,2016-09-12,9
Новый Уренгой - Новый Уренгой,2016-09-12,9
Тюмень - Рощино,2016-09-12,9
Ханты-Мансийск - Ханты-Мансийск,2016-09-12,8
Сургут - Сургут,2016-09-12,8
Новокузнецк - Спиченково,2016-09-12,7
Челябинск - Челябинск,2016-09-12,7
Нижний Новгород - Стригино,2016-09-12,7
Казань - Казань,2016-09-12,7
Волгоград - Гумрак,2016-09-12,6
Петрозаводск - Бесовец,2016-09-12,6
Белгород - Белгород,2016-09-12,6
Иркутск - Иркутск,2016-09-12,6
Мирный - Мирный,2016-09-12,6
Уфа - Уфа,2016-09-12,6
Хабаровск - Хабаровск-Новый,2016-09-12,6
Киров - Победилово,2016-09-12,6
Ульяновск - Баратаевка,2016-09-12,6
Томск - Богашёво,2016-09-12,5
Оренбург - Оренбург-Центральный,2016-09-12,5
Чебоксары - Чебоксары,2016-09-12,5
Архангельск - Талаги,2016-09-12,4
Сыктывкар - Сыктывкар,2016-09-12,4
Пенза - Пенза,2016-09-12,4
Южно-Сахалинск - Хомутово,2016-09-12,4
Воркута - Воркута,2016-09-12,4
Нерюнгри - Чульман,2016-09-12,4
Омск - Омск-Центральный,2016-09-12,4
Саратов - Саратов-Центральный,2016-09-12,4
Тамбов - Донское,2016-09-12,4
Магнитогорск - Магнитогорск,2016-09-12,4
Йошкар-Ола - Йошкар-Ола,2016-09-12,4
Элиста - Элиста,2016-09-12,4
Когалым - Когалым,2016-09-12,4
Надым - Надым,2016-09-12,3
Владивосток - Владивосток,2016-09-12,3
Бугульма - Бугульма,2016-09-12,3
Минеральные Воды - Минеральные Воды,2016-09-12,3
Нижневартовск - Нижневартовск,2016-09-12,3
Краснодар - Краснодар,2016-09-12,3
Курган - Курган,2016-09-12,3
Абакан - Абакан,2016-09-12,3
Норильск - Норильск,2016-09-12,3
Самара - Курумоч,2016-09-12,3
Нальчик - Нальчик,2016-09-12,3
Махачкала - Уйташ,2016-09-12,3
Нижнекамск - Бегишево,2016-09-12,3
Ухта - Ухта,2016-09-12,3
Ульяновск - Ульяновск-Восточный,2016-09-12,3
Усть-Илимск - Усть-Илимск,2016-09-12,3
Барнаул - Барнаул,2016-09-12,2
Урай - Петрозаводск,2016-09-12,2
Владикавказ - Беслан,2016-09-12,2
Усинск - Усинск,2016-09-12,2
Якутск - Якутск,2016-09-12,2
Салехард - Салехард,2016-09-12,2
Воронеж - Воронеж,2016-09-12,2
Калининград - Храброво,2016-09-12,2
Калуга - Калуга,2016-09-12,2
Анапа - Витязево,2016-09-12,2
Саранск - Саранск,2016-09-12,2
Нарьян-Мар - Нарьян-Мар,2016-09-12,2
Ноябрьск - Ноябрьск,2016-09-12,2
Астрахань - Астрахань,2016-09-12,2
Мурманск - Мурманск,2016-09-12,2
Горно-Алтайск - Горно-Алтайск,2016-09-12,2
Курск - Курск-Восточный,2016-09-12,2
Череповец - Череповец,2016-09-12,2
Псков - Псков,2016-09-12,2
Улан-Удэ - Байкал,2016-09-12,2
Благовещенск - Игнатьево,2016-09-12,1
Ставрополь - Ставрополь,2016-09-12,1
Петропавловск-Камчатский - Елизово,2016-09-12,1
Ижевск - Ижевск,2016-09-12,1
Ярославль - Туношна,2016-09-12,1
Липецк - Липецк,2016-09-12,1
Чита - Чита,2016-09-12,1
Нягань - Нягань,2016-09-12,1
Белоярский - Белоярский,2016-09-12,1
Кызыл - Кызыл,2016-09-12,1
Братск - Братск,2016-09-12,1
Орск - Орск,2016-09-12,1
Стрежевой - Стрежевой,2016-09-12,1
Кемерово - Кемерово,2016-09-12,1
Грозный - Грозный,2016-09-12,1
Удачный - Полярный,2016-09-12,1
Усть-Кут - Усть-Кут,2016-09-12,1
Москва - Домодедово,2016-09-13,55
Москва - Шереметьево,2016-09-13,51
Санкт-Петербург - Пулково,2016-09-13,30
Москва - Внуково,2016-09-13,29
Новосибирск - Толмачёво,2016-09-13,17
Красноярск - Емельяново,2016-09-13,11
Брянск - Брянск,2016-09-13,10
Пермь - Пермь,2016-09-13,10
Екатеринбург - Кольцово,2016-09-13,10
Ростов-на-Дону - Ростов-на-Дону,2016-09-13,9
Советский - Советский,2016-09-13,9
Ханты-Мансийск - Ханты-Мансийск,2016-09-13,8
Сургут - Сургут,2016-09-13,8
Новый Уренгой - Новый Уренгой,2016-09-13,8
Сочи - Сочи,2016-09-13,8
Казань - Казань,2016-09-13,8
Челябинск - Челябинск,2016-09-13,7
Ульяновск - Баратаевка,2016-09-13,7
Хабаровск - Хабаровск-Новый,2016-09-13,7
Белгород - Белгород,2016-09-13,6
Новокузнецк - Спиченково,2016-09-13,6
Киров - Победилово,2016-09-13,6
Петрозаводск - Бесовец,2016-09-13,6
Мирный - Мирный,2016-09-13,6
Тюмень - Рощино,2016-09-13,6
Уфа - Уфа,2016-09-13,6
Архангельск - Талаги,2016-09-13,5
Чебоксары - Чебоксары,2016-09-13,5
Нижний Новгород - Стригино,2016-09-13,5
Томск - Богашёво,2016-09-13,5
Элиста - Элиста,2016-09-13,5
Оренбург - Оренбург-Центральный,2016-09-13,5
Иркутск - Иркутск,2016-09-13,5
Волгоград - Гумрак,2016-09-13,5
Пенза - Пенза,2016-09-13,4
Ульяновск - Ульяновск-Восточный,2016-09-13,4
Курган - Курган,2016-09-13,4
Йошкар-Ола - Йошкар-Ола,2016-09-13,4
Ставрополь - Ставрополь,2016-09-13,4
Магнитогорск - Магнитогорск,2016-09-13,4
Абакан - Абакан,2016-09-13,4
Южно-Сахалинск - Хомутово,2016-09-13,4
Сыктывкар - Сыктывкар,2016-09-13,4
Воркута - Воркута,2016-09-13,4
Нижнекамск - Бегишево,2016-09-13,4
Саратов - Саратов-Центральный,2016-09-13,4
Тамбов - Донское,2016-09-13,4
Анапа - Витязево,2016-09-13,3
Нальчик - Нальчик,2016-09-13,3
Нерюнгри - Чульман,2016-09-13,3
Нарьян-Мар - Нарьян-Мар,2016-09-13,3
Самара - Курумоч,2016-09-13,3
Калуга - Калуга,2016-09-13,3
Усть-Илимск - Усть-Илимск,2016-09-13,3
Геленджик - Геленджик,2016-09-13,3
Нижневартовск - Нижневартовск,2016-09-13,3
Омск - Омск-Центральный,2016-09-13,3
Краснодар - Краснодар,2016-09-13,3
Владивосток - Владивосток,2016-09-13,3
Бугульма - Бугульма,2016-09-13,3
Минеральные Воды - Минеральные Воды,2016-09-13,3
Махачкала - Уйташ,2016-09-13,3
Ноябрьск - Ноябрьск,2016-09-13,3
Ухта - Ухта,2016-09-13,3
Калининград - Храброво,2016-09-13,3
Когалым - Когалым,2016-09-13,3
Грозный - Грозный,2016-09-13,2
Иваново - Иваново-Южный,2016-09-13,2
Горно-Алтайск - Горно-Алтайск,2016-09-13,2
Воронеж - Воронеж,2016-09-13,2
Курск - Курск-Восточный,2016-09-13,2
Салехард - Салехард,2016-09-13,2
Норильск - Норильск,2016-09-13,2
Кемерово - Кемерово,2016-09-13,2
Якутск - Якутск,2016-09-13,2
Барнаул - Барнаул,2016-09-13,2
Астрахань - Астрахань,2016-09-13,2
Урай - Петрозаводск,2016-09-13,2
Белоярский - Белоярский,2016-09-13,2
Череповец - Череповец,2016-09-13,2
Мурманск - Мурманск,2016-09-13,2
Саранск - Саранск,2016-09-13,2
Владикавказ - Беслан,2016-09-13,2
Стрежевой - Стрежевой,2016-09-13,1
Орск - Орск,2016-09-13,1
Нефтеюганск - Нефтеюганск,2016-09-13,1
Липецк - Липецк,2016-09-13,1
Улан-Удэ - Байкал,2016-09-13,1
Ярославль - Туношна,2016-09-13,1
Усть-Кут - Усть-Кут,2016-09-13,1
Магадан - Магадан,2016-09-13,1
Кызыл - Кызыл,2016-09-13,1
Анадырь - Анадырь,2016-09-13,1
Надым - Надым,2016-09-13,1
Нягань - Нягань,2016-09-13,1
Ижевск - Ижевск,2016-09-13,1
Псков - Псков,2016-09-13,1
Удачный - Полярный,2016-09-13,1
Братск - Братск,2016-09-13,1
Благовещенск - Игнатьево,2016-09-13,1
Чита - Чита,2016-09-13,1
Москва - Шереметьево,2016-09-14,49
Москва - Домодедово,2016-09-14,49
Санкт-Петербург - Пулково,2016-09-14,33
Москва - Внуково,2016-09-14,26
Новосибирск - Толмачёво,2016-09-14,17
Екатеринбург - Кольцово,2016-09-14,12
Красноярск - Емельяново,2016-09-14,12
Сочи - Сочи,2016-09-14,11
Пермь - Пермь,2016-09-14,11
Брянск - Брянск,2016-09-14,10
Ханты-Мансийск - Ханты-Мансийск,2016-09-14,10
Сургут - Сургут,2016-09-14,10
Ростов-на-Дону - Ростов-на-Дону,2016-09-14,9
Советский - Советский,2016-09-14,9
Новый Уренгой - Новый Уренгой,2016-09-14,8
Казань - Казань,2016-09-14,8
Тюмень - Рощино,2016-09-14,7
Иркутск - Иркутск,2016-09-14,7
Мирный - Мирный,2016-09-14,7
Челябинск - Челябинск,2016-09-14,7
Уфа - Уфа,2016-09-14,7
Белгород - Белгород,2016-09-14,6
Краснодар - Краснодар,2016-09-14,6
Архангельск - Талаги,2016-09-14,6
Хабаровск - Хабаровск-Новый,2016-09-14,6
Киров - Победилово,2016-09-14,6
Нижний Новгород - Стригино,2016-09-14,6
Новокузнецк - Спиченково,2016-09-14,6
Ульяновск - Баратаевка,2016-09-14,6
Элиста - Элиста,2016-09-14,5
Петрозаводск - Бесовец,2016-09-14,5
Оренбург - Оренбург-Центральный,2016-09-14,5
Волгоград - Гумрак,2016-09-14,5
